INFO 2025-08-04 17:00:33,678 autoreload 10228 13136 Watching for file changes with StatReloader
INFO 2025-08-07 15:24:19,943 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33113
INFO 2025-08-07 15:24:19,968 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:24:20,059 log 7888 14692 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:20,059 basehttp 7888 14692 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:24:20,935 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:24:20,953 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31857
INFO 2025-08-07 15:24:20,980 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:24:22,595 log 7888 16628 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:22,596 basehttp 7888 16628 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:24:23,944 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33113
INFO 2025-08-07 15:24:23,971 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:24:24,353 log 7888 8932 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:24,353 basehttp 7888 8932 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:24:25,939 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:24:25,958 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31857
INFO 2025-08-07 15:24:25,984 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:24:27,959 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33113
INFO 2025-08-07 15:24:27,987 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:24:28,858 log 7888 15104 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:28,858 basehttp 7888 15104 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:24:30,694 log 7888 12564 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:30,695 basehttp 7888 12564 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:24:31,959 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33113
INFO 2025-08-07 15:24:31,985 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:24:33,942 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:24:33,952 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31857
INFO 2025-08-07 15:24:33,979 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:24:34,130 log 7888 3932 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:34,131 basehttp 7888 3932 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:24:37,665 log 7888 12592 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:37,666 basehttp 7888 12592 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:24:37,959 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33113
INFO 2025-08-07 15:24:37,985 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:24:40,945 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:24:41,002 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:24:41,029 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:24:42,418 log 7888 13096 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:42,418 basehttp 7888 13096 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:24:45,882 log 7888 16288 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:45,882 basehttp 7888 16288 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:24:45,943 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33113
INFO 2025-08-07 15:24:45,969 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:24:48,569 log 7888 13468 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:48,569 basehttp 7888 13468 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:24:48,945 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:24:48,964 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:24:48,988 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:24:50,537 log 7888 12596 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:50,537 basehttp 7888 12596 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:24:51,989 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:24:52,015 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:24:53,743 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:24:53,761 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:24:53,796 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:24:54,893 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:24:54,910 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:24:54,935 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:24:55,974 log 7888 10124 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:55,975 basehttp 7888 10124 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:24:59,811 log 7888 11744 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:24:59,812 basehttp 7888 11744 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:24:59,947 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:24:59,977 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:25:01,693 views 7888 9468 Contestants page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:01,752 basehttp 7888 9468 "GET /games/letters/contestants/contestants-b5f4f584/ HTTP/1.1" 200 20128
WARNING 2025-08-07 15:25:01,788 log 7888 4512 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:01,789 basehttp 7888 4512 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:02,938 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:02,954 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:25:02,981 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:03,726 log 7888 13708 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:03,726 basehttp 7888 13708 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:03,810 log 7888 15116 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:03,811 basehttp 7888 15116 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:06,602 log 7888 10180 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:06,603 basehttp 7888 10180 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:06,957 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:25:06,983 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:07,827 log 7888 4100 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:07,828 basehttp 7888 4100 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:09,938 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:09,954 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:25:09,981 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:11,686 log 7888 9964 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:11,687 basehttp 7888 9964 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:11,797 log 7888 6104 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:11,799 basehttp 7888 6104 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:13,175 log 7888 6544 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:13,176 basehttp 7888 6544 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:13,853 log 7888 16104 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:13,853 basehttp 7888 16104 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:14,957 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:25:14,985 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:25:16,938 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:16,954 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:25:16,981 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:17,952 log 7888 6064 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:17,952 basehttp 7888 6064 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:19,235 log 7888 9364 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:19,236 basehttp 7888 9364 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:19,836 log 7888 2644 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:19,837 basehttp 7888 2644 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:21,956 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:25:21,984 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:25:22,938 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:22,956 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:25:22,985 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:23,960 log 7888 11992 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:23,960 basehttp 7888 11992 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:25,288 log 7888 12056 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:25,289 basehttp 7888 12056 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:25,823 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:25:25,848 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:25:27,024 views 7888 9468 Scores updated in session b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453: Team1=1, Team2=0
INFO 2025-08-07 15:25:27,031 basehttp 7888 9468 "POST /games/api/update-scores/ HTTP/1.1" 200 187
INFO 2025-08-07 15:25:28,302 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:28,309 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:25:28,331 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:30,528 log 7888 2132 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:30,529 basehttp 7888 2132 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:33,247 log 7888 7220 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:33,248 basehttp 7888 7220 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:33,958 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:25:33,985 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:36,035 log 7888 2728 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:36,036 basehttp 7888 2728 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:36,271 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:36,278 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:25:36,303 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:37,370 log 7888 10384 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:37,370 basehttp 7888 10384 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:39,955 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:25:39,983 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:25:40,386 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:40,394 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:25:40,426 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:42,875 log 7888 16276 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:42,875 basehttp 7888 16276 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:42,939 log 7888 4164 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:42,940 basehttp 7888 4164 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:45,945 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:25:45,952 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:45,959 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:25:45,990 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:25:46,004 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:48,333 log 7888 12320 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:48,333 basehttp 7888 12320 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
WARNING 2025-08-07 15:25:50,399 log 7888 11560 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:50,400 basehttp 7888 11560 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:51,956 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:25:51,984 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
INFO 2025-08-07 15:25:53,419 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:25:53,438 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:25:53,465 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:53,714 log 7888 17592 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:53,715 basehttp 7888 17592 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:25:56,950 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:25:56,978 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:25:57,331 log 7888 18428 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:25:57,332 basehttp 7888 18428 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:26:00,350 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:26:00,367 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
INFO 2025-08-07 15:26:00,391 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:26:00,816 log 7888 17528 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:26:00,816 basehttp 7888 17528 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:26:03,941 basehttp 7888 9468 "GET /games/letters/session/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 200 33080
INFO 2025-08-07 15:26:03,970 basehttp 7888 9468 "GET /games/api/session-state/?session_id=b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453 HTTP/1.1" 200 1040
WARNING 2025-08-07 15:26:04,399 log 7888 4104 Not Found: /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/
WARNING 2025-08-07 15:26:04,399 basehttp 7888 4104 "GET /ws/letters/b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453/ HTTP/1.1" 404 3273
INFO 2025-08-07 15:26:07,418 views 7888 9468 Display page accessed for session: b5f4f584-f73a-4cf8-bfdf-5fe4ffa5e453
INFO 2025-08-07 15:26:07,425 basehttp 7888 9468 "GET /games/letters/display/display-b5f4f584/ HTTP/1.1" 200 31824
